id,name,age,score
873,Ivan Brown,42,75.55
874,Ivan Brown,40,80.82
875,Grace Davis,43,41.18
876,Ivan Smith,31,17.3
877,Alice Davis,,89.64
878,Judy Jones,25,32.17
879,  Bob Johnson  ,78,3.54
880,Heidi Jones,48,96.7
881,Bob Smith,66,73.92
882,Alice Rodriguez,26,8.18
883,Grace Garcia,18,3.1
884,Alice Jones,54,16.92
885,Diana Johnson,72,70.54
886,Diana Rodriguez,23,58.12
887,Judy Smith,25,64.59
888,  Heidi Wilson  ,59,66.64
889,  Alice Wilson  ,76,51.71
890,Eve Miller,65,66.58
891,Frank Brown,64,2.85
892,Heidi Brown,70,25.09
893,Charlie Davis,32,97.89
894,Heidi Johnson,34,75.14
895,Bob Johnson,57,34.77
896,Frank Jones,42,80.31
897,Bob Williams,43,66.59
898,Heidi Wilson,71,55.23
899,Grace Miller,19,
900,Grace Smith,74,40.16
901,Eve Williams,76,69.19
902,  Heidi Williams  ,71,76.56
903,Frank Davis,71,88.44
904,Grace Smith,53,97.07
905,Judy Garcia,58,5.81
906,Frank Rodriguez,18,14.41
907,Bob Brown,58,0.51
908,Alice Smith,37,95.19
909,Frank Wilson,44,
910,  Frank Miller  ,75,74.03
911,Charlie Wilson,46,12.27
912,Judy Jones,18,80.4
913,Frank Johnson,60,4.62
914,  Bob Rodriguez  ,18,37.87
915,Frank Wilson,55,43.96
916,Frank Jones,29,74.72
917,  Eve Smith  ,44,87.47
918,Diana Garcia,55,46.51
919,Charlie Miller,18,61.47
920,Bob Jones,54,98.18
921,  Grace Brown  ,37,87.85
922,Frank Williams,73,58.48
923,Grace Williams,66,91.33
924,Eve Williams,43,41.33
925,Bob Johnson,55,89.94
926,Grace Davis,29,72.1
927,Grace Jones,22,66.11
928,Frank Rodriguez,45,19.43
929,Judy Rodriguez,,
930,Grace Brown,39,39.04
931,Heidi Brown,62,5.64
932,Charlie Johnson,20,90.8
933,Grace Rodriguez,78,
934,Charlie Rodriguez,47,39.59
935,Frank Wilson,29,34.22
936,  Grace Davis  ,37,22.8
937,Eve Garcia,46,65.8
938,Charlie Davis,,12.19
939,Heidi Davis,70,72.69
940,Frank Jones,79,25.34
941,Judy Jones,76,61.61
942,Frank Williams,70,61.6
943,Diana Johnson,63,40.79
944,Frank Garcia,36,8.02
945,Eve Miller,33,21.6
946,Heidi Davis,36,61.78
947,Eve Brown,79,66.14
948,Charlie Davis,26,87.48
949,Frank Rodriguez,60,28.46
950,Alice Smith,54,97.57
951,Grace Brown,22,76.16
952,Charlie Garcia,63,49.72
953,Ivan Miller,35,58.69
954,Judy Smith,40,93.41
955,Judy Johnson,35,2.86
956,Heidi Garcia,40,17.87
957,Frank Smith,74,81.57
958,Alice Brown,59,49.6
959,Ivan Miller,32,93.68
960,Alice Miller,59,88.66
961,Alice Smith,69,56.63
962,Judy Miller,69,64.18
963,Grace Miller,46,41.18
964,Eve Wilson,38,24.79
965,Diana Wilson,21,63.24
966,Ivan Rodriguez,79,64.6
967,  Judy Miller  ,64,15.5
968,Diana Rodriguez,47,12.57
969,Bob Miller,31,
970,Grace Brown,28,40.57
971,Alice Miller,49,93.75
972,Diana Rodriguez,72,33.9
973,Grace Miller,45,36.32
974,Charlie Smith,39,9.35
975,Grace Rodriguez,68,77.78
976,  Ivan Johnson  ,74,69.11
977,Charlie Davis,60,
978,Charlie Miller,28,88.45
979,Eve Smith,65,13.39
980,Grace Brown,40,81.32
981,Frank Jones,50,6.96
982,Ivan Garcia,26,59.17
983,Eve Johnson,48,1.82
984,Grace Smith,27,95.17
985,Heidi Smith,19,55.43
986,Bob Miller,41,86.62
987,Eve Miller,30,49.04
988,Frank Wilson,43,
989,Bob Davis,55,76.18
990,Diana Johnson,68,71.2
991,Judy Johnson,79,67.68
992,Alice Garcia,35,58.66
993,Heidi Jones,67,33.94
994,Charlie Davis,18,4.75
995,  Judy Johnson  ,20,76.62
996,Grace Rodriguez,32,80.91
997,  Judy Williams  ,60,7.46
998,Charlie Davis,53,45.08
999,Judy Miller,61,59.4
1000,Frank Brown,63,20.44
1001,Eve Garcia,57,9.77
1002,Alice Miller,36,9.94
1003,Judy Davis,39,70.04
1004,  Ivan Miller  ,22,84.9
1005,Diana Miller,46,34.71
1006,Bob Jones,21,85.63
1007,Judy Miller,24,
1008,Ivan Miller,26,0.26
1009,Charlie Williams,23,57.03
1010,Diana Miller,21,44.42
1011,Charlie Wilson,29,50.31
1012,Ivan Garcia,73,3.6
1013,  Alice Jones  ,41,79.17
1014,Grace Jones,43,
1015,Eve Johnson,60,16.51
1016,Diana Smith,19,77.03
1017,Bob Davis,28,79.14
1018,Grace Wilson,70,81.36
1019,Frank Miller,77,19.7
1020,Heidi Smith,54,80.1
1021,Charlie Smith,37,11.08
1022,Heidi Williams,77,71.22
1023,Judy Garcia,75,94.4
1024,Diana Johnson,19,98.62
1025,  Ivan Miller  ,36,77.55
1026,Alice Johnson,31,
1027,Frank Davis,73,49.71
1028,  Alice Miller  ,18,46.27
1029,Diana Williams,59,89.89
1030,Heidi Jones,77,37.23
1031,Charlie Smith,26,68.21
1032,Frank Williams,35,83.71
1033,Heidi Brown,26,99.35
1034,Charlie Wilson,62,89.11
1035,Heidi Garcia,62,19.91
1036,Charlie Davis,39,75.53
1037,Grace Miller,65,15.46
1038,Ivan Garcia,28,75.67
1039,Frank Miller,64,89.96
1040,  Charlie Davis  ,73,86.79
1041,Charlie Garcia,45,94.69
1042,Eve Rodriguez,46,93.35
1043,Ivan Rodriguez,66,39.61
1044,Ivan Smith,,68.45
1045,Judy Brown,41,80.43
1046,Frank Garcia,47,77.03
1047,Frank Smith,77,33.35
1048,Charlie Garcia,70,56.86
1049,Judy Davis,39,78.35
1050,Frank Wilson,32,0.5
1051,  Ivan Smith  ,24,72.16
1052,Charlie Williams,75,28.64
1053,  Judy Johnson  ,20,62.62
1054,Judy Johnson,59,70.88
1055,Ivan Garcia,44,93.98
1056,Frank Brown,40,13.87
1057,  Judy Jones  ,74,12.73
1058,Frank Johnson,23,19.85
1059,Eve Brown,25,38.79
1060,Frank Johnson,45,54.09
1061,Charlie Davis,40,35.49
1062,Grace Johnson,19,24.97
1063,Charlie Williams,68,94.36
1064,Eve Williams,45,45.94
1065,Bob Brown,65,41.52
1066,Diana Wilson,42,43.13
1067,Frank Smith,66,82.04
1068,Eve Rodriguez,52,98.38
1069,  Charlie Smith  ,26,34.61
1070,Grace Brown,52,69.08
1071,Bob Smith,27,35.84
1072,Ivan Smith,36,36.4
1073,  Alice Davis  ,56,79.12
1074,Judy Williams,43,6.94
1075,  Bob Rodriguez  ,31,44.24
1076,Judy Smith,56,16.55
1077,Eve Brown,49,94.82
1078,Grace Miller,63,72.18
1079,Diana Johnson,36,11.83
1080,Judy Garcia,51,18.04
1081,Ivan Garcia,58,74.96
1082,  Heidi Williams  ,41,29.89
1083,Charlie Johnson,70,32.61
1084,Ivan Johnson,78,81.08
1085,Charlie Williams,25,81.59
1086,Charlie Davis,18,8.88
1087,Diana Williams,30,76.75
1088,Ivan Johnson,54,83.4
1089,Heidi Johnson,77,30.11
1090,Ivan Davis,66,89.3
1091,Frank Jones,77,44.9
1092,Ivan Jones,79,45.25
1093,Bob Wilson,38,5.18
1094,Charlie Rodriguez,51,95.42
1095,Alice Smith,58,80.59
1096,Diana Davis,42,46.97
1097,Charlie Davis,26,42.35
1098,Frank Jones,42,73.79
1099,Alice Wilson,76,69.02
1100,Diana Smith,37,91.69
1101,Bob Rodriguez,74,1.92
1102,Heidi Garcia,49,29.35
1103,Judy Wilson,73,25.86
1104,Grace Davis,35,74.93
1105,Charlie Jones,59,70.8
1106,Charlie Johnson,75,98.42
1107,Diana Jones,24,57.74
1108,Alice Wilson,71,41.97
1109,Heidi Rodriguez,79,17.14
1110,Bob Williams,27,10.19
1111,Eve Wilson,24,66.27
1112,Eve Miller,79,23.74
1113,Judy Davis,66,71.48
1114,Heidi Jones,56,79.46
1115,Diana Brown,29,21.92
1116,Heidi Brown,22,46.23
1117,  Alice Williams  ,55,20.37
1118,Diana Williams,72,85.19
1119,Frank Miller,37,95.47
1120,Ivan Rodriguez,26,20.33
1121,Eve Brown,71,79.02
1122,Judy Wilson,42,85.66
1123,Diana Williams,,62.24
1124,Ivan Smith,22,25.42
1125,Grace Williams,73,12.09
1126,Judy Smith,56,60.43
1127,Grace Rodriguez,69,12.99
1128,Bob Davis,58,25.64
1129,Charlie Wilson,48,59.57
1130,  Alice Jones  ,69,90.79
1131,  Bob Brown  ,21,87.8
1132,Heidi Davis,25,74.12
1133,Alice Davis,50,35.33
1134,Frank Williams,18,18.25
1135,Frank Smith,51,51.18
1136,Charlie Davis,34,74.85
1137,Ivan Johnson,68,68.42
1138,Alice Smith,67,46.48
1139,Bob Miller,57,12.05
1140,Alice Smith,24,1.16
1141,Bob Smith,20,36.14
1142,Alice Smith,36,20.72
1143,  Judy Rodriguez  ,57,78.72
1144,Ivan Garcia,39,96.11
1145,Ivan Miller,80,20.9
1146,Diana Davis,69,27.01
1147,Charlie Smith,48,
1148,Judy Wilson,64,46.2
1149,Ivan Miller,40,74.59
1150,Eve Miller,30,20.49
1151,Heidi Garcia,74,95.66
1152,Grace Miller,23,84.8
1153,Heidi Jones,72,9.02
1154,  Ivan Wilson  ,23,29.96
1155,Charlie Smith,63,45.08
1156,Heidi Brown,79,15.41
1157,Heidi Brown,78,75.37
1158,Frank Jones,51,86.53
1159,Frank Williams,27,49.11
1160,Grace Miller,51,50.93
1161,Grace Williams,54,97.62
1162,Judy Smith,28,67.69
1163,Alice Brown,64,55.87
1164,Eve Johnson,48,39.01
1165,Alice Jones,28,91.27
1166,Judy Smith,79,58.75
1167,Eve Johnson,52,96.88
1168,Bob Rodriguez,19,43.33
1169,Alice Jones,57,82.16
1170,Diana Miller,27,1.74
1171,Bob Williams,61,90.7
1172,Diana Jones,53,36.13
1173,  Charlie Jones  ,42,61.8
1174,Charlie Jones,74,57.97
1175,Frank Brown,42,81.67
1176,Eve Brown,22,9.74
1177,  Bob Williams  ,43,34.49
1178,Diana Williams,27,16.71
1179,  Bob Williams  ,48,82.32
1180,Grace Jones,43,15.61
1181,Bob Garcia,49,30.51
1182,Grace Davis,33,33.83
1183,Alice Wilson,69,98.72
1184,Judy Davis,40,12.06
1185,Ivan Davis,65,91.84
1186,Diana Johnson,31,39.75
1187,Grace Brown,69,29.59
1188,Charlie Davis,27,
1189,Diana Johnson,29,36.56
1190,Frank Rodriguez,25,22.58
1191,Grace Miller,33,87.45
1192,Charlie Davis,73,92.56
1193,Eve Miller,65,78.41
1194,Heidi Wilson,24,37.85
1195,Grace Johnson,72,95.21
1196,Eve Miller,50,85.15
1197,Alice Garcia,39,47.6
1198,Alice Brown,36,
1199,Heidi Johnson,61,14.8
1200,Ivan Rodriguez,28,9.51
1201,Diana Wilson,24,41.74
1202,Eve Garcia,19,94.98
1203,  Charlie Davis  ,47,76.08
1204,Judy Smith,33,15.1
1205,Heidi Wilson,61,2.48
1206,  Frank Garcia  ,26,
1207,Frank Johnson,71,94.96
1208,Heidi Rodriguez,29,22.89
1209,Diana Miller,74,33.71
1210,  Alice Davis  ,64,33.88
1211,Diana Brown,64,58.26
1212,Bob Smith,74,47.8
1213,Heidi Williams,58,99.78
1214,Charlie Rodriguez,47,95.01
1215,Bob Davis,71,55.81
1216,Frank Rodriguez,62,
1217,  Charlie Smith  ,69,68.59
1218,Grace Miller,,43.1
1219,Heidi Brown,31,18.39
1220,Diana Brown,50,
1221,Bob Garcia,24,34.53
1222,  Heidi Wilson  ,75,72.09
1223,  Diana Williams  ,38,68.84
1224,Frank Jones,22,17.88
1225,Frank Wilson,23,29.19
1226,  Bob Garcia  ,32,99.79
1227,Grace Brown,73,60.67
1228,Diana Miller,54,48.8
1229,Bob Miller,57,82.82
1230,Charlie Garcia,39,29.31
1231,Diana Brown,52,43.79
1232,Eve Garcia,34,28.05
1233,Judy Johnson,67,49.46
1234,Frank Brown,52,11.06
1235,Charlie Davis,18,17.71
1236,Charlie Garcia,54,68.6
1237,  Alice Brown  ,56,93.4
1238,Frank Brown,26,57.6
1239,  Diana Rodriguez  ,33,29.3
1240,Bob Rodriguez,22,68.54
1241,  Diana Jones  ,75,8.06
1242,Eve Johnson,79,31.93
1243,Grace Garcia,79,2.36
1244,Bob Brown,60,6.69
1245,Bob Johnson,64,46.28
1246,Judy Rodriguez,25,68.45
1247,Grace Williams,35,30.76
1248,  Grace Miller  ,76,76.09
1249,Frank Williams,55,46.66
1250,Alice Miller,30,59.35
1251,Frank Garcia,35,58.41
1252,Grace Miller,46,46.42
1253,Charlie Williams,61,5.6
1254,Frank Jones,22,10.16
1255,Frank Wilson,40,99.32
1256,Eve Wilson,25,77.54
1257,Bob Garcia,38,63.7
1258,Charlie Williams,33,79.88
1259,  Grace Brown  ,52,29.59
1260,Frank Smith,43,96.06
1261,Diana Davis,22,17.72
1262,Ivan Wilson,73,87.62
1263,Diana Johnson,31,80.38
1264,Eve Jones,75,90.67
1265,Alice Wilson,67,94.13
1266,  Eve Garcia  ,72,20.25
1267,Judy Johnson,24,
1268,Eve Davis,73,86.48
1269,Judy Johnson,75,95.66
1270,Bob Smith,63,
1271,Bob Smith,65,57.25
1272,Judy Rodriguez,66,78.44
1273,Judy Rodriguez,23,81.09
1274,Alice Williams,27,4.08
1275,Alice Wilson,44,78.83
1276,Diana Brown,74,1.71
1277,Alice Johnson,48,98.31
1278,Heidi Miller,67,32.34
1279,  Eve Williams  ,24,96.05
1280,Diana Miller,32,0.77
1281,Alice Miller,32,96.51
1282,Grace Williams,77,81.77
1283,Ivan Williams,43,97.81
1284,Eve Jones,43,
1285,Heidi Wilson,33,29.04
1286,Judy Miller,63,31.87
1287,Ivan Williams,23,17.99
1288,Alice Rodriguez,33,52.99
1289,Eve Williams,54,56.9
1290,Bob Davis,40,89.05
1291,Charlie Smith,70,83.42
1292,Judy Smith,74,98.33
1293,  Bob Jones  ,40,15.71
1294,Grace Miller,47,79.08
1295,Grace Davis,31,35.98
1296,Diana Jones,64,60.76
1297,Diana Williams,36,66.28
1298,Judy Williams,30,31.94
1299,Grace Davis,50,88.44
1300,Heidi Garcia,53,56.94
1301,Eve Brown,54,32.86
1302,Eve Smith,58,11.72
1303,Charlie Smith,,70.69
1304,Bob Smith,64,57.47
1305,Grace Wilson,71,24.2
1306,Alice Smith,,33.89
1307,Charlie Miller,32,18.66
1308,Frank Jones,33,46.18
1309,Charlie Rodriguez,57,94.24
1310,Eve Brown,47,
1311,Frank Jones,20,34.76
1312,Grace Williams,57,93.08
1313,Ivan Jones,67,93.73
1314,Grace Williams,23,59.11
1315,Frank Miller,30,11.34
1316,Judy Wilson,39,33.06
1317,Eve Miller,78,5.39
1318,Diana Davis,52,7.22
1319,Frank Davis,59,85.98
1320,Grace Davis,38,36.17
1321,  Frank Rodriguez  ,46,1.41
1322,Judy Davis,50,39.61
1323,Grace Miller,24,23.62
1324,Diana Davis,21,16.42
1325,Ivan Davis,57,7.16
1326,Grace Garcia,43,7.14
1327,Eve Garcia,18,42.81
1328,Alice Rodriguez,50,24.27
1329,Judy Johnson,35,95.39
1330,Eve Williams,54,
1331,  Charlie Garcia  ,50,6.2
1332,Bob Johnson,53,64.5
1333,Ivan Davis,33,48.78
1334,Judy Wilson,65,30.36
1335,Heidi Johnson,45,6.37
1336,Frank Williams,56,49.18
1337,Diana Rodriguez,60,24.86
1338,Diana Wilson,58,85.89
1339,Ivan Davis,51,28.21
1340,Grace Brown,45,
1341,Alice Rodriguez,27,16.38
1342,Frank Miller,53,99.51
1343,Heidi Smith,59,3.67
1344,Judy Williams,65,10.56
1345,Judy Williams,51,45.87
1346,Charlie Smith,45,83.05
1347,Judy Davis,21,3.08
1348,Judy Jones,20,15.59
1349,  Eve Brown  ,54,
1350,Charlie Miller,48,80.58
1351,Bob Jones,39,89.33
1352,Alice Jones,46,98.11
1353,Judy Miller,74,11.12
1354,Ivan Williams,21,2.25
1355,Diana Wilson,73,49.06
1356,Grace Miller,53,74.14
1357,Charlie Rodriguez,75,55.1
1358,Grace Rodriguez,66,19.8
1359,Judy Miller,26,
1360,Bob Wilson,,12.45
1361,Charlie Johnson,44,8.53
1362,Heidi Rodriguez,26,86.89
1363,Diana Smith,70,24.54
1364,Grace Miller,26,3.7
1365,Frank Johnson,55,49.48
1366,Frank Brown,27,14.02
1367,Judy Garcia,60,90.59
1368,Charlie Davis,80,72.86
1369,Frank Garcia,36,97.83
1370,  Frank Garcia  ,32,57.24
1371,Frank Miller,74,38.63
1372,Heidi Brown,61,
1373,Alice Garcia,24,42.03
1374,Grace Miller,61,47.19
1375,Charlie Miller,47,60.08
1376,Heidi Jones,48,2.33
1377,Eve Johnson,54,48.35
1378,Diana Wilson,40,16.48
1379,Alice Wilson,64,38.15
1380,Alice Williams,78,39.21
1381,Alice Jones,37,42.65
1382,Ivan Garcia,63,17.09
1383,Grace Wilson,66,90.25
1384,Ivan Garcia,52,54.0
1385,Heidi Brown,23,87.85
1386,Frank Jones,71,95.59
1387,Frank Garcia,79,73.77
1388,Judy Smith,44,1.36
1389,Grace Jones,51,34.58
1390,Heidi Brown,20,97.73
1391,Frank Jones,40,6.56
1392,Diana Jones,29,38.74
1393,Heidi Williams,36,77.02
1394,Heidi Garcia,24,2.96
1395,Grace Wilson,73,96.64
1396,Grace Williams,33,37.55
1397,Eve Rodriguez,78,40.65
1398,Bob Williams,69,55.87
1399,Judy Jones,61,73.04
1400,Judy Jones,46,
1401,Grace Brown,80,76.33
1402,Ivan Miller,69,1.93
1403,Judy Garcia,42,50.64
1404,Heidi Rodriguez,26,20.35
1405,Bob Brown,71,92.42
1406,Judy Garcia,20,70.36
1407,Eve Williams,80,70.53
1408,Judy Johnson,40,77.36
1409,Bob Williams,58,80.93
1410,Charlie Miller,73,88.62
1411,Alice Smith,41,9.33
1412,Judy Miller,44,81.13
1413,Ivan Smith,40,92.49
1414,Frank Davis,36,91.27
1415,Ivan Garcia,48,90.32
1416,Eve Rodriguez,74,52.4
1417,Ivan Miller,79,94.97
1418,Judy Rodriguez,36,12.2
1419,Alice Smith,74,12.3
1420,Heidi Garcia,75,85.09
1421,Bob Williams,49,85.03
1422,Heidi Jones,63,55.92
1423,Heidi Smith,29,51.79
1424,  Grace Johnson  ,46,92.65
1425,Diana Miller,28,5.2
1426,Alice Rodriguez,40,96.18
1427,Judy Garcia,48,80.21
1428,Judy Wilson,61,68.13
1429,Alice Johnson,37,27.43
1430,Diana Miller,73,42.03
1431,Judy Rodriguez,44,4.77
1432,Frank Smith,69,15.67
1433,Heidi Johnson,25,0.4
1434,Judy Jones,44,73.17
1435,Grace Rodriguez,75,55.11
1436,Frank Smith,22,21.26
1437,Bob Miller,43,44.3
1438,  Ivan Williams  ,18,
1439,  Ivan Rodriguez  ,58,29.27
1440,Bob Williams,79,92.51
1441,Charlie Johnson,20,34.05
1442,Frank Brown,74,33.85
1443,Bob Garcia,56,60.9
1444,Judy Johnson,66,48.95
1445,Eve Miller,25,
1446,Bob Davis,62,18.17
1447,Alice Jones,28,96.55
1448,Heidi Garcia,45,38.26
1449,Judy Johnson,76,55.78
1450,Ivan Wilson,32,80.42
1451,Judy Johnson,44,50.04
1452,  Alice Wilson  ,,62.87
1453,Charlie Brown,80,42.76
1454,Grace Johnson,56,37.44
1455,Diana Jones,24,25.52
1456,Bob Miller,28,70.71
1457,Ivan Johnson,58,66.67
1458,Charlie Miller,53,35.0
1459,Ivan Brown,47,27.1
1460,Heidi Smith,18,39.72
1461,Judy Garcia,72,86.32
1462,Frank Smith,37,96.39
1463,Frank Rodriguez,39,25.55
1464,Heidi Brown,37,82.07
1465,Charlie Brown,73,95.32
1466,Diana Smith,37,97.52
1467,Charlie Smith,32,5.71
1468,Charlie Miller,28,26.27
1469,Heidi Williams,70,51.69
1470,Frank Davis,52,99.53
1471,Diana Davis,21,26.73
1472,Grace Garcia,25,52.37
1473,Frank Miller,64,85.73
1474,Charlie Jones,40,71.15
1475,Heidi Miller,29,2.43
1476,Eve Jones,51,69.32
1477,  Frank Davis  ,36,48.28
1478,  Judy Jones  ,23,76.17
1479,Diana Wilson,47,3.69
1480,Ivan Garcia,58,82.78
1481,Heidi Smith,55,46.57
1482,Judy Jones,65,33.89
1483,Bob Garcia,71,61.09
1484,Frank Miller,49,51.32
1485,Grace Davis,26,20.52
1486,Eve Williams,23,67.9
1487,Eve Davis,58,23.18
1488,Alice Wilson,56,71.84
1489,Eve Johnson,51,59.89
1490,Grace Brown,21,88.52
1491,Judy Johnson,34,70.3
1492,Eve Wilson,76,99.44
1493,Grace Rodriguez,58,26.2
1494,  Charlie Rodriguez  ,62,46.94
1495,Ivan Smith,29,82.67
1496,  Heidi Smith  ,39,42.38
1497,Ivan Johnson,22,4.15
1498,Heidi Wilson,50,67.01
1499,Alice Miller,45,6.15
1500,  Ivan Smith  ,37,85.91
1501,Ivan Johnson,48,60.57
1502,Ivan Davis,25,42.42
1503,Grace Brown,51,23.56
1504,Heidi Rodriguez,75,5.06
1505,Grace Garcia,71,85.28
1506,Frank Jones,72,20.83
1507,Frank Miller,31,86.24
1508,Bob Miller,21,73.13
1509,Frank Johnson,33,29.39
1510,Judy Williams,29,53.66
1511,Heidi Jones,49,74.2
1512,  Charlie Wilson  ,,12.55
1513,  Bob Garcia  ,63,28.76
1514,Charlie Johnson,45,57.78
1515,Frank Jones,33,46.99
1516,Diana Johnson,77,96.27
1517,Bob Davis,68,76.75
1518,Eve Miller,37,87.93
1519,Diana Miller,41,96.86
1520,Heidi Garcia,58,42.61
1521,Grace Garcia,64,93.38
1522,Charlie Davis,35,98.66
1523,Eve Davis,20,69.41
1524,  Heidi Jones  ,31,1.71
1525,Grace Rodriguez,57,51.3
1526,Bob Jones,22,10.06
1527,Grace Miller,,70.08
1528,Frank Garcia,48,
1529,Grace Johnson,61,88.88
1530,Frank Miller,18,13.21
1531,Frank Davis,26,61.94
1532,Alice Miller,70,91.83
1533,Alice Brown,19,47.63
1534,Grace Williams,59,20.75
1535,Grace Jones,34,47.7
1536,Frank Miller,73,88.99
1537,Ivan Davis,39,46.62
1538,Eve Wilson,47,37.97
1539,Charlie Johnson,75,21.18
1540,Eve Williams,45,31.59
1541,Grace Rodriguez,35,55.79
1542,Judy Davis,31,46.11
1543,Ivan Rodriguez,55,12.5
1544,Alice Jones,63,44.96
1545,Charlie Johnson,33,47.37
1546,  Eve Johnson  ,79,96.33
1547,Alice Miller,76,76.99
1548,Eve Johnson,69,41.93
1549,Charlie Garcia,27,32.39
1550,Grace Johnson,32,14.15
1551,Charlie Miller,36,
1552,Bob Smith,69,6.68
1553,Diana Jones,77,39.62
1554,Heidi Smith,18,71.08
1555,Eve Miller,59,29.56
1556,Eve Smith,30,
1557,Ivan Smith,43,58.78
1558,Heidi Miller,69,79.31
1559,Frank Garcia,21,26.68
1560,Grace Smith,34,8.28
1561,Charlie Rodriguez,39,52.38
1562,Judy Wilson,57,47.97
1563,Diana Williams,70,68.0
1564,Frank Williams,37,13.06
1565,Ivan Smith,35,41.33
1566,Charlie Jones,70,9.48
1567,Alice Jones,74,71.15
1568,Ivan Rodriguez,55,55.73
1569,Charlie Wilson,75,89.8
1570,Ivan Garcia,24,52.11
1571,Heidi Garcia,38,5.04
1572,  Frank Jones  ,24,86.47
1573,Judy Garcia,58,11.08
1574,  Heidi Garcia  ,72,
1575,Bob Rodriguez,46,87.18
1576,Bob Williams,19,33.97
1577,Frank Jones,55,47.32
1578,Bob Jones,36,27.33
1579,Ivan Smith,80,87.34
1580,Heidi Garcia,18,38.17
1581,Frank Brown,77,44.86
1582,Grace Miller,62,65.99
1583,  Diana Rodriguez  ,42,79.61
1584,Charlie Miller,,80.46
1585,Judy Smith,33,27.59
1586,Charlie Davis,19,62.5
1587,Judy Williams,60,94.25
1588,Bob Brown,70,86.33
1589,Ivan Davis,19,68.83
1590,Charlie Williams,72,45.18
1591,Judy Williams,31,47.87
1592,Charlie Rodriguez,58,84.7
1593,Charlie Williams,,56.78
1594,  Bob Johnson  ,43,48.33
1595,Grace Brown,43,43.38
1596,Frank Williams,47,54.23
1597,Judy Rodriguez,71,60.67
1598,Judy Johnson,51,78.05
1599,Eve Rodriguez,38,
1600,Eve Miller,79,24.86
1601,Alice Miller,27,
1602,Diana Jones,18,
1603,Heidi Brown,78,59.04
1604,Diana Garcia,40,36.59
1605,Charlie Johnson,57,29.28
1606,Charlie Brown,,53.15
1607,Grace Williams,66,32.16
1608,Diana Williams,23,55.1
1609,Ivan Williams,26,44.63
1610,Judy Davis,73,86.4
1611,  Diana Garcia  ,22,84.88
1612,Grace Garcia,21,5.53
1613,Heidi Brown,79,68.66
1614,Charlie Miller,38,89.6
1615,Charlie Rodriguez,31,31.95
1616,Frank Jones,46,67.41
1617,Frank Garcia,49,29.31
1618,Judy Rodriguez,61,35.66
1619,Diana Williams,29,20.94
1620,Bob Johnson,34,19.34
1621,Charlie Davis,,
1622,Ivan Miller,35,4.69
1623,Alice Johnson,74,57.09
1624,  Eve Garcia  ,52,92.42
1625,Diana Miller,71,43.64
1626,  Charlie Williams  ,74,20.94
1627,Frank Williams,55,14.65
1628,Heidi Smith,28,19.01
1629,Bob Miller,43,60.01
1630,Ivan Smith,43,95.46
1631,Grace Johnson,37,69.69
1632,Diana Williams,27,14.55
1633,  Diana Brown  ,54,63.96
1634,Bob Miller,29,56.14
1635,Heidi Jones,53,7.79
1636,Alice Jones,71,32.6
1637,  Grace Williams  ,51,26.04
1638,Grace Brown,45,54.06
1639,Ivan Rodriguez,76,
1640,Judy Garcia,65,37.93
1641,Charlie Miller,50,18.71
1642,Frank Wilson,30,74.84
1643,Judy Williams,34,26.88
1644,Frank Brown,24,50.35
1645,Judy Garcia,55,85.75
1646,Eve Davis,25,23.47
1647,  Charlie Jones  ,24,16.48
1648,Grace Johnson,62,28.07
1649,Alice Rodriguez,77,17.88
1650,Charlie Miller,64,99.83
1651,  Judy Davis  ,80,93.95
1652,Grace Garcia,42,99.69
1653,Ivan Wilson,63,13.8
1654,Eve Jones,18,72.27
1655,Bob Brown,77,60.93
1656,Diana Davis,28,90.56
1657,Judy Miller,21,70.85
1658,  Charlie Garcia  ,66,88.73
1659,Eve Smith,65,93.39
1660,Grace Miller,38,98.4
1661,Grace Jones,27,24.28
