name,value,category,date
Alice Garcia,362.08,B,2026-08-03
Heidi Garcia,872.33,A,2025-05-06
Eve Smith,827.7,B,2021-01-22
Eve Garcia,25.27,A,2026-12-23
Charlie Garcia,92.86,B,2022-06-30
Alice Garcia,691.74,B,2021-01-03
Grace Wilson,364.96,C,2020-06-14
Ivan Smith,969.06,B,2020-03-21
Judy Smith,882.86,A,2023-03-13
Grace Garcia,462.61,C,2024-05-25
Charlie Rodriguez,389.08,B,2026-10-22
Eve Smith,835.81,D,2024-12-04
Charlie Williams,386.09,D,2025-01-26
Grace Davis,2.86,A,2026-07-26
Alice Johnson,819.63,B,2020-02-29
Diana Garcia,411.03,D,2025-08-11
Frank Davis,738.71,B,2024-12-11
Alice Garcia,959.86,C,2020-10-02
Frank Garcia,500.81,A,2020-12-29
Alice Brown,464.67,D,2024-03-23
Heidi Williams,532.97,D,2026-09-12
Ivan Smith,24.33,C,2023-08-26
Ivan Smith,383.04,B,2025-05-31
Grace Johnson,808.23,D,2025-07-05
Judy Brown,420.75,D,2022-04-30
Charlie Rodriguez,908.44,C,2020-06-25
Charlie Garcia,163.03,D,2023-01-15
Eve Wilson,956.52,D,2025-12-13
Eve Miller,711.97,B,2020-03-03
Grace Miller,58.37,A,2022-07-08
Judy Miller,28.65,A,2020-08-09
Diana Williams,244.22,D,2025-06-02
Bob Brown,664.8,A,2020-05-11
Diana Jones,84.2,B,2024-08-12
Ivan Wilson,744.91,D,2023-07-31
Grace Smith,349.88,D,2026-02-20
Ivan Miller,433.54,C,2026-07-19
Alice Rodriguez,792.18,B,2022-02-12
Bob Wilson,838.36,D,2023-07-11
Alice Wilson,732.74,B,2025-04-26
Heidi Brown,965.84,B,2025-01-26
Charlie Smith,568.34,B,2021-09-15
Ivan Williams,952.44,A,2020-12-31
Diana Johnson,805.88,C,2023-02-15
Bob Garcia,102.61,D,2026-06-21
Alice Jones,502.06,B,2022-04-18
Heidi Johnson,864.98,B,2024-10-17
Alice Johnson,866.21,B,2026-09-12
Eve Smith,148.53,A,2024-12-09
Alice Garcia,851.41,A,2022-11-18
Ivan Wilson,634.85,C,2022-01-11
Diana Smith,537.21,C,2026-10-26
Frank Rodriguez,221.71,B,2024-06-06
Frank Jones,224.76,C,2025-06-05
Grace Brown,122.93,C,2021-10-24
Bob Williams,814.71,D,2020-08-19
Heidi Williams,317.07,A,2024-07-19
Judy Jones,784.52,B,2020-07-27
Heidi Jones,117.36,B,2020-10-18
Charlie Wilson,547.69,D,2026-10-02
Eve Rodriguez,437.82,D,2024-02-05
Diana Johnson,565.51,D,2021-05-15
Grace Miller,659.25,A,2022-03-25
Heidi Smith,666.77,D,2020-02-06
Grace Smith,163.65,C,2021-07-05
Ivan Rodriguez,820.9,A,2020-09-12
Eve Johnson,296.52,D,2024-12-11
Bob Davis,598.27,B,2025-02-28
Grace Garcia,69.55,B,2026-11-03
Judy Brown,612.42,C,2025-02-27
Heidi Johnson,663.57,A,2025-12-29
Ivan Brown,670.73,A,2024-03-08
Charlie Brown,709.2,A,2022-04-20
Bob Johnson,827.26,A,2023-12-17
Charlie Jones,911.31,D,2026-03-23
Alice Davis,937.05,A,2025-02-19
Heidi Brown,293.55,A,2022-05-29
Bob Williams,166.99,D,2026-07-17
Bob Johnson,635.65,C,2026-07-20
Charlie Wilson,236.74,B,2025-06-13
Eve Garcia,28.82,A,2020-03-07
Bob Rodriguez,456.56,C,2020-01-06
Diana Garcia,89.27,B,2021-11-09
Charlie Garcia,496.85,C,2020-02-09
Ivan Davis,266.33,D,2023-07-12
Bob Smith,283.82,A,2022-07-01
Eve Johnson,210.97,D,2024-05-11
Alice Davis,811.05,D,2020-04-14
Eve Rodriguez,55.68,D,2026-09-03
Alice Davis,692.63,D,2022-12-28
Frank Smith,734.53,B,2024-11-08
Frank Davis,737.11,A,2024-01-02
Diana Johnson,746.48,B,2026-09-24
Heidi Brown,687.04,C,2022-06-21
Bob Wilson,837.59,D,2021-07-13
Frank Williams,36.86,A,2026-10-14
Ivan Smith,606.2,A,2022-06-03
Grace Brown,567.01,D,2023-10-14
Ivan Garcia,61.4,D,2022-08-21
Grace Rodriguez,483.96,A,2020-08-06
Alice Davis,237.66,B,2023-09-26
Frank Wilson,137.93,A,2022-06-01
Eve Smith,502.84,A,2025-11-08
Bob Wilson,16.71,D,2023-03-27
Alice Wilson,488.6,A,2023-03-14
Judy Wilson,246.67,D,2020-08-20
Eve Davis,407.43,C,2024-01-13
Ivan Johnson,794.94,C,2023-07-27
Alice Davis,161.73,D,2024-04-19
Bob Brown,269.1,A,2023-08-09
Frank Wilson,287.84,C,2021-09-02
Ivan Williams,824.73,A,2024-05-12
Frank Wilson,376.55,B,2024-12-01
Charlie Davis,232.84,D,2020-01-25
Heidi Rodriguez,117.17,A,2021-11-01
Judy Wilson,290.54,A,2023-01-04
Judy Wilson,227.53,A,2020-02-25
Heidi Williams,117.9,D,2020-04-07
Bob Davis,106.03,C,2021-12-04
Judy Wilson,593.63,C,2020-07-03
Ivan Wilson,358.31,A,2023-11-22
Diana Wilson,934.53,A,2020-11-19
Heidi Garcia,783.54,B,2025-09-08
Heidi Williams,826.21,B,2025-02-08
Charlie Rodriguez,888.71,C,2026-11-28
Heidi Jones,941.45,C,2020-05-13
Grace Jones,933.99,C,2023-08-27
Alice Davis,605.21,D,2022-06-13
Ivan Williams,382.12,C,2026-01-14
Judy Davis,43.19,D,2022-02-02
Grace Smith,855.13,B,2025-01-09
Frank Wilson,760.94,C,2023-12-01
Grace Brown,866.63,C,2023-11-11
Alice Johnson,876.47,D,2024-01-11
Heidi Smith,949.53,A,2024-02-25
Judy Brown,367.62,D,2025-04-06
Ivan Garcia,261.31,A,2025-08-22
Heidi Williams,593.14,B,2020-06-06
Grace Williams,481.29,D,2021-01-05
Heidi Johnson,546.58,C,2025-02-11
Eve Rodriguez,295.06,D,2023-08-11
Heidi Miller,680.23,A,2025-10-28
Ivan Brown,856.47,C,2023-12-22
Eve Davis,494.28,A,2023-01-31
Charlie Wilson,914.93,B,2020-04-10
Eve Williams,531.37,B,2025-01-25
Eve Johnson,727.78,A,2023-12-11
Eve Garcia,519.82,C,2026-04-29
Heidi Brown,684.77,A,2020-12-01
Heidi Rodriguez,665.43,C,2024-07-04
Ivan Jones,116.99,B,2020-09-22
Frank Johnson,808.04,A,2021-09-01
Judy Davis,640.62,D,2026-10-16
Eve Smith,668.39,C,2020-04-30
Charlie Garcia,29.32,D,2023-08-22
Alice Williams,594.87,D,2021-05-01
Charlie Wilson,865.92,C,2025-01-23
Frank Brown,0.17,B,2025-07-19
Eve Johnson,290.2,B,2025-02-09
Alice Brown,404.69,D,2026-08-04
Eve Jones,278.17,D,2025-12-07
Bob Garcia,315.31,B,2023-09-06
Judy Smith,521.16,A,2022-12-19
Heidi Jones,660.57,A,2023-11-16
Frank Garcia,844.97,B,2026-09-22
Heidi Rodriguez,877.42,B,2022-10-23
Grace Rodriguez,847.05,D,2020-03-07
Judy Davis,797.01,D,2026-11-07
Diana Johnson,625.63,D,2021-07-12
Alice Williams,642.73,B,2021-09-25
Bob Johnson,277.99,B,2020-11-10
Alice Miller,442.16,A,2021-07-18
Eve Rodriguez,438.88,C,2022-03-26
Bob Smith,127.85,B,2022-11-02
Judy Davis,693.7,A,2021-06-27
Bob Davis,247.44,A,2023-09-23
Bob Davis,451.22,B,2025-06-30
Ivan Smith,312.85,B,2024-04-29
Ivan Brown,550.43,A,2020-10-17
Grace Smith,772.35,B,2024-08-25
Diana Williams,306.86,D,2021-09-26
Frank Garcia,113.67,A,2023-05-04
Ivan Johnson,216.16,C,2024-01-15
Heidi Brown,70.39,B,2022-06-15
Grace Miller,177.44,C,2021-06-12
Ivan Garcia,986.28,B,2021-03-09
Heidi Garcia,352.65,A,2023-06-02
Diana Smith,764.16,C,2021-08-22
Heidi Jones,892.86,B,2024-02-01
Grace Smith,847.58,B,2026-04-19
Frank Rodriguez,832.79,C,2021-01-05
Diana Miller,60.96,D,2025-05-06
Grace Brown,180.68,A,2025-01-05
Eve Garcia,345.57,B,2023-12-03
Bob Jones,545.52,C,2021-12-17
Judy Williams,804.89,A,2026-05-19
Frank Williams,951.06,A,2024-06-30
Judy Johnson,301.76,C,2020-01-23
Eve Williams,386.59,A,2021-11-18
Ivan Davis,649.86,A,2020-04-21
Judy Garcia,108.28,B,2025-10-17
Ivan Davis,431.98,C,2023-12-11
Eve Smith,265.67,A,2021-11-16
Ivan Brown,947.82,B,2024-01-08
Bob Smith,493.08,C,2026-04-08
Bob Johnson,200.74,B,2020-04-13
Eve Brown,511.35,B,2024-11-05
Eve Johnson,70.89,D,2021-12-16
Judy Rodriguez,359.58,B,2024-06-07
Alice Brown,640.21,A,2022-03-18
Ivan Smith,295.24,A,2025-09-19
Alice Rodriguez,598.57,A,2025-06-19
Bob Williams,209.02,B,2020-04-02
Eve Jones,912.77,C,2020-10-01
Judy Wilson,220.4,A,2024-03-17
Grace Jones,955.33,D,2026-12-22
Grace Brown,265.76,B,2026-05-10
Ivan Jones,69.28,B,2024-02-06
Bob Rodriguez,579.56,C,2021-04-13
Grace Johnson,17.68,B,2024-05-24
Frank Williams,665.33,D,2025-12-06
Charlie Garcia,915.7,C,2025-10-04
Judy Garcia,891.33,D,2022-07-15
Charlie Johnson,676.71,B,2026-04-15
Eve Smith,421.96,C,2023-02-12
Ivan Wilson,501.09,B,2023-04-30
Ivan Smith,415.05,B,2022-07-19
Alice Garcia,850.94,B,2025-04-13
Charlie Williams,210.94,C,2024-01-24
Judy Johnson,502.65,B,2021-01-30
Frank Williams,324.54,C,2026-03-20
Diana Brown,572.44,B,2024-10-22
Grace Jones,512.92,A,2026-10-28
Heidi Wilson,354.28,C,2023-10-23
Heidi Jones,247.07,D,2024-05-07
Charlie Smith,255.42,A,2026-03-11
Grace Williams,95.79,C,2024-09-06
Heidi Brown,979.88,C,2025-04-25
Alice Wilson,317.08,A,2025-03-13
Diana Brown,888.68,D,2026-01-07
Judy Davis,136.14,D,2025-09-04
Frank Garcia,704.51,B,2023-08-07
Judy Garcia,734.14,C,2021-04-16
Judy Williams,205.31,B,2020-02-05
Alice Garcia,734.52,D,2026-10-12
Ivan Williams,11.4,B,2025-10-21
Grace Jones,721.73,A,2026-05-15
Ivan Williams,114.37,C,2026-10-20
Bob Jones,85.84,C,2026-03-19
Diana Williams,29.91,A,2024-08-19
Bob Davis,984.56,D,2025-09-06
Grace Brown,145.52,D,2022-04-26
Frank Davis,1.0,D,2024-05-15
Eve Johnson,572.49,A,2021-05-21
Eve Smith,261.88,A,2024-11-01
Judy Wilson,769.53,B,2021-04-21
Eve Brown,400.03,C,2020-07-31
Charlie Garcia,386.19,A,2026-10-16
Heidi Smith,94.05,A,2022-06-23
Heidi Jones,558.68,B,2023-07-26
Diana Johnson,882.36,D,2026-05-21
Diana Brown,105.21,D,2021-05-31
Diana Smith,245.62,B,2025-07-13
Diana Davis,97.28,A,2026-09-14
Bob Garcia,894.04,C,2024-11-26
Grace Rodriguez,126.04,D,2023-04-25
Judy Miller,221.55,C,2023-06-08
Alice Smith,227.01,B,2020-06-14
Diana Miller,853.04,A,2021-04-10
Judy Williams,359.69,D,2025-12-12
Eve Brown,454.42,B,2020-06-19
Alice Smith,794.92,C,2025-11-16
Judy Smith,2.53,D,2022-11-27
Charlie Smith,800.25,C,2021-03-23
Bob Smith,927.62,D,2022-10-24
Eve Rodriguez,224.75,C,2022-01-26
Alice Jones,148.53,B,2023-09-23
Charlie Davis,224.64,C,2024-03-04
Eve Smith,187.03,D,2026-05-28
Judy Garcia,488.77,B,2021-05-13
Ivan Rodriguez,568.51,D,2023-04-17
Alice Garcia,517.92,A,2022-09-04
Ivan Davis,434.8,B,2023-05-05
Ivan Smith,508.72,A,2022-07-28
Judy Wilson,365.56,B,2020-09-07
Grace Rodriguez,466.06,C,2025-08-28
Diana Wilson,479.38,A,2025-01-02
Grace Williams,209.28,A,2022-08-29
Judy Williams,469.43,A,2025-01-15
Frank Garcia,889.18,B,2026-10-05
Bob Johnson,335.8,A,2020-05-05
Diana Garcia,325.26,C,2026-05-21
Alice Brown,914.95,A,2024-10-22
Frank Wilson,354.74,D,2025-05-17
Charlie Miller,382.94,A,2025-01-17
Charlie Brown,896.81,C,2023-01-20
Frank Rodriguez,693.71,C,2022-08-11
Frank Jones,245.9,D,2025-09-11
Charlie Brown,741.93,B,2025-04-14
Alice Brown,922.5,B,2025-04-08
Charlie Rodriguez,808.82,C,2022-01-01
Frank Rodriguez,26.81,D,2022-12-19
Bob Rodriguez,343.2,B,2026-03-03
Bob Jones,420.08,A,2020-12-28
Grace Smith,723.56,B,2025-02-27
Judy Miller,612.97,C,2022-11-28
Diana Rodriguez,283.27,C,2025-04-11
Judy Smith,668.71,D,2026-12-14
Eve Wilson,812.25,A,2021-09-29
Grace Johnson,638.0,D,2026-01-03
Ivan Johnson,526.57,C,2020-09-08
Eve Jones,109.29,D,2026-04-23
Bob Davis,713.73,B,2020-10-28
Heidi Davis,394.49,A,2022-09-22
Bob Johnson,818.47,B,2022-12-09
Heidi Jones,156.9,A,2022-07-23
Bob Garcia,976.12,C,2026-09-13
Frank Rodriguez,40.82,B,2023-10-19
Bob Davis,148.23,C,2021-04-24
Diana Johnson,903.87,C,2021-10-11
Alice Davis,657.75,C,2023-05-06
Diana Davis,675.04,D,2025-04-28
Charlie Williams,964.43,D,2025-08-03
Ivan Rodriguez,91.94,C,2025-06-13
Eve Jones,849.98,B,2023-02-17
Charlie Davis,358.46,B,2022-09-07
Grace Garcia,743.48,C,2024-01-29
Heidi Jones,722.03,C,2020-01-06
Bob Smith,288.47,D,2024-08-10
Judy Davis,435.54,D,2022-06-25
Bob Jones,629.06,B,2022-09-17
Heidi Wilson,519.67,C,2022-01-29
Frank Williams,333.74,A,2022-05-09
Bob Jones,517.1,C,2023-02-02
Judy Garcia,184.85,D,2026-05-21
Judy Rodriguez,250.79,A,2024-10-24
Judy Miller,552.12,D,2026-05-03
Diana Rodriguez,584.03,C,2021-03-19
Heidi Johnson,415.86,C,2020-02-13
Ivan Garcia,151.01,A,2020-08-19
Diana Johnson,59.34,A,2025-05-08
Heidi Rodriguez,804.47,A,2024-09-05
Ivan Brown,307.35,D,2024-12-07
Charlie Wilson,950.78,A,2020-09-30
Bob Brown,807.59,A,2022-08-16
Diana Smith,289.4,D,2021-05-10
Grace Smith,306.06,A,2023-09-01
Grace Davis,433.61,D,2024-11-11
Judy Smith,525.18,C,2020-07-08
Charlie Garcia,966.84,B,2020-08-28
Charlie Davis,958.59,D,2026-05-29
Frank Johnson,301.17,C,2023-09-23
Diana Brown,610.26,C,2023-01-06
Judy Williams,851.93,A,2022-02-02
Grace Davis,872.29,B,2022-07-15
Grace Jones,475.22,C,2023-03-19
Ivan Rodriguez,137.2,C,2021-08-11
Charlie Wilson,532.76,B,2025-12-29
Eve Johnson,743.43,A,2024-01-06
Charlie Jones,837.52,A,2026-02-07
Bob Miller,284.77,A,2021-11-07
Charlie Johnson,153.67,B,2024-03-11
Grace Smith,803.19,B,2025-12-03
Frank Smith,790.94,A,2022-12-20
Alice Jones,786.93,D,2023-09-21
Ivan Smith,87.48,D,2026-04-01
Heidi Jones,810.11,C,2021-11-14
Alice Smith,569.47,A,2022-06-05
Bob Rodriguez,915.94,C,2020-04-22
Frank Davis,356.79,B,2026-09-21
Ivan Wilson,837.54,D,2021-06-08
Eve Johnson,611.48,B,2020-04-02
Diana Brown,851.22,A,2022-06-26
Bob Jones,774.43,D,2021-04-07
Heidi Brown,225.06,B,2024-12-17
Eve Williams,957.08,B,2024-02-02
Judy Williams,426.5,C,2022-04-23
Alice Miller,574.15,C,2026-10-17
Frank Garcia,711.55,D,2023-04-01
Grace Miller,243.54,D,2020-07-03
Alice Smith,796.5,C,2021-07-12
Ivan Brown,355.11,C,2021-05-23
Alice Wilson,878.39,B,2021-10-24
Judy Wilson,83.07,A,2022-06-06
Alice Jones,945.27,D,2024-08-09
Grace Wilson,557.82,A,2021-09-07
Ivan Jones,360.4,A,2021-10-25
Heidi Garcia,903.83,C,2025-09-16
Alice Smith,375.08,D,2020-03-18
Judy Brown,86.53,A,2020-06-29
Charlie Davis,639.49,C,2023-08-29
Ivan Davis,288.81,A,2020-05-28
Frank Wilson,645.78,C,2023-01-16
Judy Rodriguez,104.79,B,2020-07-22
Ivan Smith,538.12,B,2022-07-18
Bob Garcia,259.1,C,2022-03-03
Grace Miller,890.97,C,2023-01-18
Judy Jones,603.92,A,2025-03-12
Frank Wilson,551.66,B,2026-01-18
Ivan Jones,206.68,D,2021-04-18
Alice Rodriguez,163.26,C,2022-03-24
Alice Wilson,49.22,A,2023-08-31
Eve Williams,683.92,B,2023-03-11
Frank Miller,698.54,D,2022-12-18
Alice Garcia,207.71,A,2022-07-05
Eve Williams,782.73,D,2022-03-09
Judy Davis,241.38,B,2021-07-09
Ivan Brown,45.62,B,2021-11-23
Alice Williams,309.11,D,2022-03-22
Charlie Garcia,569.32,B,2020-04-08
Charlie Brown,605.6,A,2023-01-27
Grace Davis,354.93,A,2023-11-25
Charlie Miller,807.54,C,2022-01-10
Charlie Brown,814.48,D,2026-05-20
Grace Miller,453.02,C,2025-10-27
Heidi Jones,382.54,B,2020-02-18
Grace Davis,929.66,C,2023-07-18
Frank Williams,898.48,D,2023-06-01
Frank Rodriguez,967.1,A,2024-08-05
Alice Brown,702.0,B,2021-03-08
Heidi Brown,725.95,D,2025-03-19
Heidi Brown,908.0,B,2023-05-10
Charlie Johnson,705.9,A,2021-04-08
Alice Williams,738.49,A,2020-06-06
Judy Williams,126.03,D,2021-10-02
Grace Miller,383.47,B,2025-06-26
Eve Davis,232.07,A,2020-12-06
Diana Williams,212.13,B,2025-09-14
Grace Smith,160.75,A,2025-07-18
Eve Smith,470.74,D,2021-07-09
Judy Miller,64.13,B,2023-12-16
Judy Wilson,597.1,C,2020-05-07
Diana Jones,177.87,A,2024-09-19
Ivan Wilson,386.52,A,2020-06-26
Grace Brown,529.86,A,2026-03-24
Diana Jones,6.77,C,2021-03-17
Diana Rodriguez,948.97,C,2026-07-18
Judy Wilson,507.91,D,2023-04-26
Bob Garcia,672.66,B,2023-11-04
Charlie Miller,116.54,D,2021-04-27
Ivan Rodriguez,496.71,A,2023-01-27
Frank Johnson,889.29,A,2021-06-12
Eve Garcia,913.69,A,2020-03-25
Grace Davis,175.77,D,2022-10-22
Eve Rodriguez,901.44,D,2023-05-26
Ivan Garcia,614.86,A,2021-03-10
Frank Jones,67.1,A,2020-08-08
Charlie Brown,56.01,C,2024-09-20
Charlie Brown,243.49,A,2026-06-07
Diana Williams,423.85,A,2020-05-10
Alice Davis,264.36,D,2023-09-25
Diana Johnson,94.5,D,2026-08-20
Eve Miller,999.74,C,2024-03-13
Frank Wilson,194.15,B,2025-07-24
Eve Smith,153.97,B,2024-07-19
Alice Jones,221.26,A,2026-06-14
Judy Davis,749.2,C,2025-07-23
Heidi Jones,967.44,A,2025-06-29
Diana Garcia,849.43,D,2026-11-01
Alice Williams,200.35,B,2024-10-23
Frank Garcia,927.6,A,2026-01-19
Alice Garcia,273.52,D,2022-04-27
Heidi Wilson,173.73,B,2020-05-10
Grace Williams,705.47,A,2026-03-10
Eve Smith,606.18,D,2026-11-23
Bob Wilson,410.17,C,2026-06-27
Grace Rodriguez,647.05,B,2021-08-22
Ivan Johnson,486.14,D,2023-01-02
Alice Garcia,368.31,A,2025-07-28
Grace Johnson,726.67,B,2023-06-19
Diana Williams,990.72,D,2026-08-05
Diana Jones,105.62,A,2023-08-05
Grace Miller,571.85,C,2025-10-22
Judy Johnson,837.75,A,2023-09-22
Eve Miller,548.66,A,2024-11-07
Alice Williams,121.97,A,2022-06-25
Diana Wilson,701.27,B,2024-05-08
Charlie Jones,826.63,C,2020-12-13
Charlie Williams,60.2,C,2025-09-09
Grace Rodriguez,811.42,B,2020-05-03
Bob Garcia,374.1,D,2020-08-06
Heidi Williams,651.25,C,2023-03-17
Frank Garcia,23.83,D,2024-01-20
Eve Smith,698.25,B,2025-10-15
Diana Rodriguez,177.17,D,2025-04-30
Frank Garcia,587.88,D,2021-12-31
Bob Williams,159.5,D,2023-09-25
Eve Brown,69.87,C,2024-11-04
Diana Smith,419.22,A,2025-10-29
Alice Rodriguez,719.71,C,2023-08-13
Diana Brown,214.4,A,2021-08-10
Judy Brown,853.49,C,2024-12-20
Judy Williams,383.22,D,2026-04-30
Eve Rodriguez,936.3,B,2025-06-29
Heidi Rodriguez,780.42,B,2026-09-13
Alice Miller,115.17,A,2022-04-30
Heidi Wilson,866.29,D,2023-03-19
Eve Jones,60.13,D,2021-09-06
Grace Davis,830.48,D,2025-11-05
Diana Miller,185.13,B,2023-10-23
Eve Johnson,902.92,B,2025-10-01
Ivan Rodriguez,69.09,C,2020-10-01
Charlie Rodriguez,61.1,C,2021-12-13
Ivan Garcia,843.25,B,2020-01-19
Eve Johnson,911.88,D,2020-08-20
Ivan Williams,343.58,D,2020-02-14
Frank Williams,964.68,C,2022-08-25
Heidi Davis,893.97,C,2021-04-19
Grace Johnson,248.44,C,2026-12-31
Heidi Miller,849.45,B,2023-12-11
Bob Garcia,805.42,B,2020-06-19
Diana Wilson,18.44,C,2026-04-24
Bob Jones,662.33,A,2026-05-25
Judy Davis,346.21,A,2024-11-16
Alice Johnson,287.53,B,2023-01-26
Frank Jones,559.33,D,2023-08-10
Charlie Williams,77.2,A,2021-03-22
Heidi Wilson,386.83,C,2024-08-01
Frank Jones,991.09,D,2020-01-19
Judy Smith,521.79,B,2022-11-10
Eve Brown,23.57,B,2025-01-10
Diana Jones,136.36,A,2023-11-10
Eve Wilson,724.69,B,2024-05-13
Diana Williams,58.88,B,2024-03-16
Diana Rodriguez,352.77,B,2026-11-24
Frank Jones,456.65,C,2023-04-08
Alice Brown,704.97,C,2026-03-17
Diana Davis,209.08,B,2024-10-09
Charlie Williams,262.3,B,2024-11-29
Bob Smith,448.67,A,2024-08-27
Diana Williams,545.2,C,2026-06-07
Judy Davis,319.49,C,2023-08-06
Alice Johnson,259.06,A,2026-02-14
Judy Garcia,262.63,C,2022-12-13
Grace Garcia,932.27,D,2020-11-25
Bob Wilson,554.61,D,2022-02-03
Diana Smith,543.29,D,2024-03-26
Frank Rodriguez,815.99,C,2025-08-18
Ivan Rodriguez,454.98,B,2025-03-29
Frank Miller,191.78,D,2024-01-13
Bob Rodriguez,123.94,A,2020-01-28
Eve Miller,834.36,C,2026-06-08
Frank Smith,122.01,D,2026-04-19
Alice Johnson,163.85,D,2020-09-15
Frank Williams,849.26,B,2022-06-06
Ivan Miller,314.92,B,2021-04-30
Eve Johnson,297.99,D,2024-03-13
Alice Miller,489.9,B,2022-02-19
Eve Jones,358.18,A,2020-08-07
Bob Brown,83.01,D,2026-07-16
Eve Davis,337.7,C,2023-05-22
Bob Smith,48.99,C,2021-05-30
Grace Garcia,512.14,D,2025-05-08
Eve Miller,482.23,C,2021-06-08
Frank Garcia,978.5,D,2021-10-12
Bob Davis,137.32,A,2026-06-08
Frank Garcia,181.73,D,2023-07-10
Frank Rodriguez,30.73,D,2022-11-29
Grace Rodriguez,377.21,B,2026-11-20
Diana Wilson,458.37,C,2021-07-31
Diana Davis,343.76,C,2023-01-04
Grace Wilson,60.04,B,2022-05-18
Grace Jones,949.91,D,2024-04-08
Grace Brown,189.69,B,2021-01-18
Diana Wilson,818.98,B,2022-05-17
Alice Miller,667.0,B,2025-06-20
Frank Jones,175.63,D,2023-07-03
Heidi Johnson,901.96,A,2026-10-09
Eve Brown,936.86,D,2021-07-01
Diana Johnson,370.24,B,2021-11-18
Charlie Wilson,15.23,A,2020-12-18
Alice Jones,84.2,C,2020-02-01
Frank Jones,231.17,D,2021-04-17
Eve Davis,391.35,D,2020-03-19
Charlie Johnson,779.82,B,2022-01-19
Heidi Brown,938.7,C,2023-11-17
Alice Brown,209.71,A,2021-07-29
Charlie Smith,672.27,A,2020-08-07
Frank Brown,810.7,D,2026-08-03
Charlie Johnson,479.37,A,2023-03-26
Diana Johnson,438.83,D,2025-07-11
Ivan Brown,622.79,D,2026-05-26
Charlie Rodriguez,414.12,B,2024-03-04
Grace Williams,817.15,C,2021-01-17
Judy Rodriguez,912.59,C,2024-12-21
Charlie Davis,569.47,C,2023-07-02
Bob Johnson,410.09,B,2024-10-20
Frank Jones,978.78,C,2024-08-10
Diana Johnson,306.38,D,2022-11-18
Heidi Miller,199.96,D,2024-12-05
Charlie Smith,688.78,C,2023-03-06
Grace Miller,935.84,B,2022-11-08
Eve Davis,835.75,C,2020-08-14
Judy Wilson,2.87,C,2026-09-04
Grace Smith,659.6,D,2024-05-26
Eve Garcia,872.2,A,2026-04-21
Alice Jones,188.58,B,2026-01-27
Diana Miller,286.32,A,2022-10-11
Ivan Rodriguez,578.58,C,2024-09-11
Heidi Davis,899.81,C,2024-06-20
Diana Wilson,737.43,C,2020-11-19
Judy Brown,803.01,D,2025-10-31
Charlie Brown,602.39,C,2021-02-13
Judy Williams,815.33,A,2020-03-08
Judy Wilson,199.78,C,2023-12-30
Eve Williams,477.92,D,2021-10-24
Ivan Rodriguez,654.35,A,2022-11-25
Heidi Jones,606.77,C,2025-03-31
Eve Johnson,955.15,A,2022-04-19
Charlie Brown,871.64,A,2026-03-26
Frank Brown,311.05,A,2025-04-14
Judy Rodriguez,691.76,B,2021-06-20
Judy Williams,436.55,A,2024-08-06
Judy Wilson,462.95,B,2024-11-13
Eve Smith,876.87,D,2020-08-27
Grace Williams,774.96,B,2026-11-24
Frank Miller,626.62,D,2024-04-28
Diana Smith,96.97,A,2024-04-22
Diana Davis,214.92,C,2021-08-22
Ivan Brown,764.98,C,2023-10-11
Ivan Jones,409.43,A,2022-08-28
Bob Rodriguez,841.82,C,2026-07-09
Grace Miller,328.25,C,2020-07-27
Frank Garcia,102.34,B,2021-08-30
Heidi Jones,281.82,B,2022-05-06
Judy Garcia,345.73,B,2023-11-11
Eve Smith,825.3,A,2021-10-31
Grace Jones,829.61,D,2020-08-06
Heidi Davis,162.18,A,2023-07-01
Charlie Jones,121.12,A,2025-04-17
Charlie Smith,707.84,C,2020-09-15
Judy Johnson,30.17,C,2026-12-14
Charlie Rodriguez,967.66,C,2024-12-01
Charlie Miller,71.71,D,2025-06-26
Charlie Rodriguez,388.98,B,2023-03-07
Alice Garcia,288.45,B,2025-02-13
Judy Rodriguez,594.07,B,2022-01-11
Frank Smith,375.66,A,2021-09-02
Judy Smith,451.46,C,2024-01-19
Judy Miller,566.12,D,2024-10-30
Heidi Brown,643.89,A,2022-06-11
Ivan Williams,573.59,A,2024-07-19
Bob Johnson,178.69,C,2020-11-01
Diana Rodriguez,471.57,D,2025-03-26
Ivan Jones,179.27,A,2026-10-08
Heidi Brown,932.67,D,2024-08-09
Judy Smith,955.94,C,2023-04-30
Frank Wilson,656.95,C,2025-12-28
Judy Rodriguez,120.75,A,2022-01-30
Charlie Miller,435.68,C,2021-10-01
Ivan Garcia,530.9,D,2020-03-15
Grace Smith,986.95,A,2022-11-09
Ivan Wilson,392.31,B,2026-01-29
Grace Wilson,248.73,A,2024-08-10
Frank Brown,368.47,B,2026-08-22
Eve Johnson,0.92,B,2024-02-20
Diana Wilson,76.07,A,2025-03-24
Ivan Wilson,583.97,B,2024-09-11
Ivan Johnson,377.8,D,2024-03-03
Ivan Wilson,766.0,C,2020-07-15
Frank Jones,125.53,C,2023-10-24
Alice Jones,592.05,D,2022-07-14
Grace Williams,857.82,A,2023-08-16
Alice Miller,365.48,D,2022-06-13
Bob Miller,79.21,C,2024-01-15
Bob Williams,642.11,C,2025-02-24
Grace Williams,54.92,B,2024-08-12
Bob Brown,471.66,A,2021-10-02
Alice Davis,100.74,B,2025-11-09
